time(ps)	counts
632000000	7
632400000	10
632800000	4
633200000	3
633600000	9
634000000	4
634400000	7
634800000	9
635200000	6
635600000	6
636000000	8
636400000	3
636800000	12
637200000	6
637600000	3
638000000	13
638400000	7
638800000	12
639200000	7
639600000	8
640000000	7
640400000	5
640800000	5
641200000	7
641600000	9
642000000	8
642400000	8
642800000	7
643200000	9
643600000	9
644000000	15
644400000	12
644800000	7
645200000	8
645600000	5
646000000	8
646400000	10
646800000	10
647200000	14
647600000	5
648000000	6
648400000	9
648800000	6
649200000	6
649600000	7
650000000	11
650400000	6
650800000	3
651200000	11
651600000	10
652000000	6
652400000	8
652800000	6
653200000	2
653600000	7
654000000	5
654400000	3
654800000	7
655200000	9
655600000	7
656000000	5
656400000	8
656800000	5
657200000	6
657600000	6
658000000	4
658400000	14
658800000	7
659200000	11
659600000	4
660000000	9
660400000	9
660800000	7
661200000	80
661600000	147
662000000	121
662400000	115
662800000	100
663200000	101
663600000	113
664000000	95
664400000	71
664800000	78
665200000	71
665600000	68
666000000	94
666400000	63
666800000	57
667200000	66
667600000	61
668000000	75
668400000	62
668800000	65
669200000	62
669600000	66
670000000	66
670400000	68
670800000	47
671200000	53
671600000	60
672000000	54
672400000	46
672800000	61
673200000	50
673600000	58
674000000	38
674400000	59
674800000	63
675200000	63
675600000	55
676000000	67
676400000	46
676800000	46
677200000	57
677600000	53
678000000	52
678400000	60
678800000	59
679200000	49
679600000	58
680000000	63
680400000	55
680800000	59
681200000	53
681600000	49
682000000	60
682400000	52
682800000	46
683200000	40
683600000	51
684000000	50
684400000	51
684800000	60
685200000	57
685600000	53
686000000	45
686400000	59
686800000	53
687200000	50
687600000	55
688000000	49
688400000	56
688800000	52
689200000	47
689600000	55
690000000	53
690400000	56
690800000	62
691200000	35
691600000	7
692000000	4
692400000	5
692800000	3
693200000	8
693600000	8
694000000	8
694400000	8
694800000	7
695200000	6
695600000	11
696000000	6
696400000	6
696800000	11
697200000	2
697600000	8
698000000	9
698400000	14
698800000	8
699200000	5
699600000	4
700000000	7
700400000	7
700800000	6
701200000	9
701600000	10
702000000	8
702400000	5
702800000	7
703200000	6
703600000	5
704000000	8
704400000	6
704800000	12
705200000	7
705600000	3
706000000	5
706400000	7
706800000	5
707200000	10
707600000	10
708000000	10
708400000	5
708800000	7
709200000	4
709600000	7
710000000	7
710400000	11
710800000	7
711200000	10
711600000	5
712000000	9
712400000	11
712800000	11
713200000	6
