m	lambda (Hz)	Angular frequency (rad/s)	Damping ratio (1)	Quality factor (1)
16.000	5.4212E10+8.3975E8i	3.4062E11+5.2763E9i	0.015488	32.282
16.000	5.4232E10+1.0470E9i	3.4075E11+6.5787E9i	0.019303	25.903
16.000	5.4316E10+1.1014E9i	3.4128E11+6.9201E9i	0.020273	24.663
16.000	5.4326E10+9.6513E8i	3.4134E11+6.0641E9i	0.017763	28.149
16.000	5.4336E10+6.7400E8i	3.4140E11+4.2349E9i	0.012403	40.311
16.000	5.4343E10+1.9832E8i	3.4145E11+1.2461E9i	0.0036493	137.01
16.000	5.4354E10+2.8210E9i	3.4151E11+1.7725E10i	0.051831	9.6466
16.000	5.4467E10+1.8848E9i	3.4223E11+1.1843E10i	0.034584	14.457
16.000	5.4509E10+6.5999E8i	3.4249E11+4.1468E9i	0.012107	41.299
16.000	5.4510E10+7.5106E8i	3.4250E11+4.7191E9i	0.013777	36.292
16.000	5.4535E10+6.3067E8i	3.4266E11+3.9626E9i	0.011564	43.239
16.000	5.4547E10+1.1496E9i	3.4273E11+7.2229E9i	0.021070	23.730
16.000	5.4580E10+2.3194E8i	3.4293E11+1.4573E9i	0.0042494	117.66
16.000	5.4582E10+2.8696E9i	3.4295E11+1.8030E10i	0.052501	9.5236
16.000	5.4644E10+8.9853E8i	3.4334E11+5.6456E9i	0.016441	30.411
16.000	5.4651E10+1.4568E9i	3.4338E11+9.1533E9i	0.026647	18.764
16.000	5.4723E10+7.3242E8i	3.4384E11+4.6019E9i	0.013383	37.361
16.000	5.4757E10+2.3500E9i	3.4405E11+1.4765E10i	0.042877	11.661
16.000	5.4789E10+7.7669E8i	3.4425E11+4.8801E9i	0.014175	35.274
16.000	5.4810E10+8.9937E8i	3.4438E11+5.6509E9i	0.016407	30.475
16.000	5.4873E10+1.1888E9i	3.4478E11+7.4692E9i	0.021659	23.085
16.000	5.4898E10+2.8198E8i	3.4493E11+1.7717E9i	0.0051363	97.346
16.000	5.4916E10+7.7739E8i	3.4505E11+4.8845E9i	0.014155	35.324
16.000	5.5031E10+8.7971E8i	3.4577E11+5.5274E9i	0.015984	31.282
16.000	5.5051E10+6.7649E8i	3.4590E11+4.2505E9i	0.012287	40.692
16.000	5.5087E10+1.4660E9i	3.4612E11+9.2109E9i	0.026602	18.795
16.000	5.5113E10+3.4478E8i	3.4629E11+2.1663E9i	0.0062557	79.927
16.000	5.5178E10+1.2222E9i	3.4669E11+7.6793E9i	0.022145	22.579
16.000	5.5194E10+8.0842E8i	3.4679E11+5.0794E9i	0.014645	34.140
16.000	5.5208E10+4.6764E8i	3.4688E11+2.9383E9i	0.0084702	59.030
16.000	5.5228E10+7.2749E8i	3.4701E11+4.5710E9i	0.013171	37.961
16.000	5.5272E10+1.6784E9i	3.4728E11+1.0546E10i	0.030352	16.473
16.000	5.5288E10+8.6798E8i	3.4738E11+5.4536E9i	0.015697	31.853
16.000	5.5299E10+1.0815E9i	3.4745E11+6.7950E9i	0.019553	25.572
16.000	5.5308E10+6.0052E8i	3.4751E11+3.7732E9i	0.010857	46.053
16.000	5.5386E10+7.8437E8i	3.4800E11+4.9283E9i	0.014160	35.310
16.000	5.5501E10+1.1592E9i	3.4872E11+7.2832E9i	0.020881	23.945
16.000	5.5552E10+4.4275E8i	3.4904E11+2.7819E9i	0.0079697	62.738
16.000	5.5583E10+7.5452E8i	3.4924E11+4.7408E9i	0.013573	36.837
17.000	4.0100E10+1.2380E9i	2.5196E11+7.7789E9i	0.030859	16.203
17.000	4.0141E10+1.0842E9i	2.5222E11+6.8123E9i	0.027000	18.519
17.000	4.0218E10+1.0100E9i	2.5270E11+6.3460E9i	0.025105	19.916
17.000	4.0241E10+1.0774E9i	2.5284E11+6.7695E9i	0.026764	18.682
17.000	4.0248E10+1.8775E9i	2.5289E11+1.1797E10i	0.046598	10.730
17.000	4.0277E10+9.2450E8i	2.5307E11+5.8088E9i	0.022948	21.789
17.000	4.0363E10+1.0205E9i	2.5361E11+6.4121E9i	0.025275	19.782
17.000	4.0527E10+9.5902E8i	2.5464E11+6.0257E9i	0.023657	21.135
17.000	4.0542E10+1.1248E9i	2.5473E11+7.0675E9i	0.027734	18.028
17.000	4.0557E10+1.7865E9i	2.5483E11+1.1225E10i	0.044005	11.362
17.000	4.0647E10+8.5449E8i	2.5539E11+5.3689E9i	0.021018	23.790
17.000	4.0650E10+1.1048E9i	2.5541E11+6.9417E9i	0.027168	18.404
17.000	4.0737E10+8.2969E8i	2.5596E11+5.2131E9i	0.020363	24.555
17.000	4.0775E10+1.0508E9i	2.5620E11+6.6026E9i	0.025763	19.408
17.000	4.0909E10+1.6652E9i	2.5704E11+1.0463E10i	0.040673	12.293
17.000	4.0968E10+7.6727E8i	2.5741E11+4.8209E9i	0.018725	26.702
17.000	4.1060E10+9.9876E8i	2.5799E11+6.2754E9i	0.024317	20.562
17.000	4.1089E10+2.6369E9i	2.5817E11+1.6568E10i	0.064044	7.8071
17.000	4.1101E10+9.7428E8i	2.5825E11+6.1216E9i	0.023698	21.099
17.000	4.1167E10+1.0563E9i	2.5866E11+6.6366E9i	0.025649	19.494
17.000	4.1223E10+1.1562E9i	2.5901E11+7.2644E9i	0.028035	17.835
17.000	4.1249E10+9.1187E8i	2.5917E11+5.7295E9i	0.022101	22.623
17.000	4.1262E10+3.0458E9i	2.5926E11+1.9138E10i	0.073617	6.7919
17.000	4.1283E10+1.0064E9i	2.5939E11+6.3237E9i	0.024372	20.515
17.000	4.1303E10+1.5287E9i	2.5952E11+9.6050E9i	0.036986	13.519
17.000	4.1394E10+3.0156E9i	2.6009E11+1.8948E10i	0.072659	6.8815
17.000	4.1488E10+9.4923E8i	2.6068E11+5.9642E9i	0.022874	21.859
17.000	4.1512E10+1.0507E9i	2.6083E11+6.6020E9i	0.025304	19.760
17.000	4.1540E10+1.2711E9i	2.6100E11+7.9864E9i	0.030584	16.348
17.000	4.1600E10+1.0581E9i	2.6138E11+6.6481E9i	0.025426	19.665
17.000	4.1610E10+1.2813E9i	2.6145E11+8.0507E9i	0.030778	16.245
17.000	4.1638E10+2.9919E9i	2.6162E11+1.8798E10i	0.071669	6.9765
17.000	4.1723E10+1.3687E9i	2.6215E11+8.6001E9i	0.032788	15.249
17.000	4.1732E10+1.2976E9i	2.6221E11+8.1529E9i	0.031078	16.088
17.000	4.1806E10+8.7469E8i	2.6267E11+5.4958E9i	0.020918	23.903
17.000	4.1828E10+1.0435E9i	2.6282E11+6.5564E9i	0.024939	20.049
17.000	4.1850E10+1.3134E9i	2.6295E11+8.2520E9i	0.031367	15.940
17.000	4.1880E10+1.2861E9i	2.6314E11+8.0808E9i	0.030695	16.289
17.000	4.1938E10+8.0934E8i	2.6350E11+5.0852E9i	0.019295	25.914
17.000	4.1992E10+9.7359E8i	2.6384E11+6.1172E9i	0.023179	21.571
17.000	4.2013E10+2.9844E9i	2.6398E11+1.8751E10i	0.070856	7.0565
17.000	4.2028E10+1.2709E9i	2.6407E11+7.9854E9i	0.030226	16.542
17.000	4.2035E10+1.9433E9i	2.6412E11+1.2210E10i	0.046181	10.827
17.000	4.2143E10+9.7077E8i	2.6479E11+6.0995E9i	0.023029	21.712
17.000	4.2148E10+3.4947E9i	2.6482E11+2.1958E10i	0.082632	6.0509
17.000	4.2195E10+1.9763E9i	2.6512E11+1.2417E10i	0.046786	10.687
17.000	4.2211E10+1.2847E9i	2.6522E11+8.0723E9i	0.030422	16.435
17.000	4.2276E10+1.2597E9i	2.6563E11+7.9149E9i	0.029784	16.788
17.000	4.2348E10+7.6048E8i	2.6608E11+4.7782E9i	0.017955	27.847
17.000	4.2359E10+1.0267E9i	2.6615E11+6.4508E9i	0.024230	20.635
17.000	4.2373E10+9.5243E8i	2.6624E11+5.9843E9i	0.022471	22.251
17.000	4.2419E10+2.0337E9i	2.6653E11+1.2778E10i	0.047888	10.441
17.000	4.2424E10+1.1112E9i	2.6656E11+6.9817E9i	0.026183	19.096
17.000	4.2435E10+2.5117E9i	2.6663E11+1.5781E10i	0.059086	8.4623
17.000	4.2447E10+1.3296E9i	2.6670E11+8.3543E9i	0.031309	15.970
17.000	4.2472E10+9.5245E8i	2.6686E11+5.9844E9i	0.022420	22.302
17.000	4.2530E10+3.0229E9i	2.6722E11+1.8994E10i	0.070899	7.0523
17.000	4.2560E10+1.2080E9i	2.6741E11+7.5900E9i	0.028372	17.623
17.000	4.2570E10+9.5861E8i	2.6747E11+6.0231E9i	0.022513	22.210
17.000	4.2711E10+1.2199E9i	2.6836E11+7.6648E9i	0.028550	17.513
17.000	4.2771E10+1.3685E9i	2.6874E11+8.5988E9i	0.031981	15.634
17.000	4.2796E10+2.0522E9i	2.6890E11+1.2895E10i	0.047898	10.439
17.000	4.2808E10+2.7370E9i	2.6897E11+1.7197E10i	0.063807	7.8362
17.000	4.2900E10+1.2050E9i	2.6955E11+7.5710E9i	0.028077	17.808
17.000	4.2908E10+9.7635E8i	2.6960E11+6.1346E9i	0.022749	21.979
17.000	4.2943E10+8.7363E8i	2.6982E11+5.4892E9i	0.020340	24.583
17.000	4.3064E10+1.0072E9i	2.7058E11+6.3283E9i	0.023382	21.384
17.000	4.3066E10+3.1306E9i	2.7059E11+1.9670E10i	0.072503	6.8963
17.000	4.3077E10+1.1343E9i	2.7066E11+7.1270E9i	0.026323	18.995
17.000	4.3134E10+1.0558E9i	2.7102E11+6.6340E9i	0.024471	20.433
17.000	4.3213E10+9.8412E8i	2.7152E11+6.1834E9i	0.022768	21.961
17.000	4.3229E10+7.7906E8i	2.7162E11+4.8950E9i	0.018019	27.749
17.000	4.3230E10+1.0921E9i	2.7162E11+6.8616E9i	0.025253	19.799
17.000	4.3234E10+2.0282E9i	2.7165E11+1.2744E10i	0.046862	10.670
17.000	4.3339E10+1.2203E9i	2.7231E11+7.6672E9i	0.028145	17.765
17.000	4.3343E10+1.0638E9i	2.7234E11+6.6839E9i	0.024536	20.379
17.000	4.3552E10+9.1384E8i	2.7365E11+5.7418E9i	0.020978	23.834
17.000	4.3647E10+9.9539E8i	2.7425E11+6.2542E9i	0.022799	21.931
17.000	4.3708E10+9.9721E8i	2.7463E11+6.2656E9i	0.022809	21.921
17.000	4.3760E10+1.0686E9i	2.7495E11+6.7140E9i	0.024412	20.482
17.000	4.3774E10+1.8386E9i	2.7504E11+1.1552E10i	0.041965	11.915
17.000	4.3776E10+2.5656E9i	2.7505E11+1.6120E10i	0.058508	8.5458
17.000	4.3822E10+1.2215E9i	2.7534E11+7.6750E9i	0.027864	17.945
17.000	4.3858E10+3.0674E9i	2.7557E11+1.9273E10i	0.069769	7.1665
17.000	4.3869E10+1.0093E9i	2.7564E11+6.3415E9i	0.023001	21.738
17.000	4.3900E10+8.6777E8i	2.7583E11+5.4524E9i	0.019763	25.300
17.000	4.3965E10+1.1725E9i	2.7624E11+7.3671E9i	0.026660	18.755
17.000	4.4024E10+1.0595E9i	2.7661E11+6.6572E9i	0.024060	20.781
17.000	4.4092E10+8.8977E8i	2.7704E11+5.5906E9i	0.020176	24.782
17.000	4.4172E10+2.9962E9i	2.7754E11+1.8826E10i	0.067675	7.3882
17.000	4.4196E10+1.0346E9i	2.7769E11+6.5006E9i	0.023403	21.365
17.000	4.4202E10+1.0015E9i	2.7773E11+6.2923E9i	0.022650	22.075
17.000	4.4251E10+8.4559E8i	2.7804E11+5.3130E9i	0.019106	26.170
17.000	4.4287E10+1.6942E9i	2.7826E11+1.0645E10i	0.038226	13.080
17.000	4.4361E10+1.2498E9i	2.7873E11+7.8529E9i	0.028163	17.754
17.000	4.4379E10+9.7876E8i	2.7884E11+6.1498E9i	0.022049	22.677
17.000	4.4428E10+1.1647E9i	2.7915E11+7.3183E9i	0.026207	19.079
17.000	4.4546E10+7.6840E8i	2.7989E11+4.8280E9i	0.017247	28.991
17.000	4.4547E10+1.4504E9i	2.7989E11+9.1133E9i	0.032543	15.365
17.000	4.4614E10+1.4451E9i	2.8032E11+9.0798E9i	0.032374	15.444
17.000	4.4660E10+1.5475E9i	2.8060E11+9.7234E9i	0.034631	14.438
17.000	4.4679E10+9.9304E8i	2.8072E11+6.2395E9i	0.022221	22.501
17.000	4.4718E10+1.4403E9i	2.8097E11+9.0499E9i	0.032193	15.532
17.000	4.4719E10+9.3652E8i	2.8098E11+5.8843E9i	0.020938	23.880
17.000	4.4748E10+1.1087E9i	2.8116E11+6.9659E9i	0.024768	20.187
17.000	4.4794E10+1.2623E9i	2.8145E11+7.9310E9i	0.028168	17.751
17.000	4.4799E10+3.0930E9i	2.8148E11+1.9434E10i	0.068878	7.2593
17.000	4.4864E10+9.6465E8i	2.8189E11+6.0611E9i	0.021497	23.259
17.000	4.4921E10+1.4138E9i	2.8225E11+8.8834E9i	0.031458	15.894
17.000	4.4922E10+1.3203E9i	2.8225E11+8.2955E9i	0.029378	17.020
17.000	4.4957E10+1.3792E9i	2.8247E11+8.6656E9i	0.030664	16.306
17.000	4.4988E10+8.6447E8i	2.8267E11+5.4316E9i	0.019212	26.026
17.000	4.5065E10+9.7131E8i	2.8315E11+6.1029E9i	0.021549	23.203
17.000	4.5125E10+1.3348E9i	2.8353E11+8.3866E9i	0.029566	16.911
17.000	4.5139E10+1.3735E9i	2.8361E11+8.6298E9i	0.030414	16.440
17.000	4.5161E10+1.0951E9i	2.8375E11+6.8806E9i	0.024241	20.626
17.000	4.5186E10+2.7039E9i	2.8391E11+1.6989E10i	0.059733	8.3705
17.000	4.5224E10+1.2628E9i	2.8415E11+7.9344E9i	0.027913	17.913
17.000	4.5243E10+1.4074E9i	2.8427E11+8.8432E9i	0.031094	16.080
17.000	4.5279E10+2.9033E9i	2.8449E11+1.8242E10i	0.063989	7.8138
17.000	4.5299E10+9.2244E8i	2.8462E11+5.7959E9i	0.020359	24.559
17.000	4.5421E10+9.2733E8i	2.8539E11+5.8266E9i	0.020412	24.495
17.000	4.5434E10+1.1130E9i	2.8547E11+6.9929E9i	0.024489	20.418
17.000	4.5441E10+7.6175E8i	2.8552E11+4.7862E9i	0.016761	29.831
17.000	4.5465E10+1.4201E9i	2.8567E11+8.9230E9i	0.031220	16.015
17.000	4.5473E10+1.0078E9i	2.8571E11+6.3321E9i	0.022157	22.566
17.000	4.5506E10+1.2311E9i	2.8593E11+7.7350E9i	0.027043	18.489
17.000	4.5593E10+1.4490E9i	2.8647E11+9.1041E9i	0.031764	15.741
17.000	4.5617E10+1.0173E9i	2.8662E11+6.3920E9i	0.022296	22.426
17.000	4.5815E10+1.4154E9i	2.8786E11+8.8933E9i	0.030879	16.192
17.000	4.5825E10+9.5707E8i	2.8792E11+6.0135E9i	0.020881	23.945
17.000	4.5873E10+9.4652E8i	2.8823E11+5.9471E9i	0.020629	24.237
17.000	4.5909E10+9.8262E8i	2.8845E11+6.1740E9i	0.021399	23.366
17.000	4.5950E10+1.2326E9i	2.8871E11+7.7444E9i	0.026814	18.647
17.000	4.5977E10+1.0326E9i	2.8888E11+6.4882E9i	0.022454	22.268
17.000	4.6020E10+2.8074E9i	2.8915E11+1.7640E10i	0.060892	8.2113
17.000	4.6029E10+7.1560E8i	2.8921E11+4.4962E9i	0.015545	32.165
17.000	4.6037E10+1.1113E9i	2.8926E11+6.9825E9i	0.024132	20.719
17.000	4.6046E10+9.3687E8i	2.8932E11+5.8865E9i	0.020342	24.580
17.000	4.6081E10+1.4225E9i	2.8954E11+8.9378E9i	0.030855	16.205
17.000	4.6204E10+3.0919E9i	2.9031E11+1.9427E10i	0.066769	7.4885
17.000	4.6218E10+1.4363E9i	2.9039E11+9.0245E9i	0.031062	16.097
17.000	4.6218E10+2.4517E9i	2.9040E11+1.5404E10i	0.052971	9.4391
17.000	4.6276E10+1.1192E9i	2.9076E11+7.0321E9i	0.024178	20.680
17.000	4.6371E10+2.9198E9i	2.9136E11+1.8345E10i	0.062840	7.9567
17.000	4.6396E10+1.1527E9i	2.9151E11+7.2427E9i	0.024838	20.131
17.000	4.6482E10+9.1193E8i	2.9205E11+5.7298E9i	0.019615	25.490
17.000	4.6532E10+1.4077E9i	2.9237E11+8.8448E9i	0.030238	16.535
17.000	4.6538E10+9.4583E8i	2.9241E11+5.9429E9i	0.020320	24.607
17.000	4.6628E10+1.4436E9i	2.9297E11+9.0703E9i	0.030945	16.158
17.000	4.6642E10+6.2645E8i	2.9306E11+3.9361E9i	0.013430	37.231
17.000	4.6691E10+8.1591E8i	2.9337E11+5.1265E9i	0.017472	28.617
17.000	4.6734E10+9.8224E8i	2.9364E11+6.1716E9i	0.021013	23.795
17.000	4.6749E10+2.9781E9i	2.9374E11+1.8712E10i	0.063574	7.8649
17.000	4.6778E10+1.0234E9i	2.9391E11+6.4303E9i	0.021873	22.859
17.000	4.6791E10+1.1007E9i	2.9400E11+6.9157E9i	0.023516	21.262
17.000	4.6853E10+1.2630E9i	2.9438E11+7.9358E9i	0.026948	18.555
17.000	4.6859E10+2.9751E9i	2.9442E11+1.8693E10i	0.063363	7.8911
17.000	4.6864E10+8.0731E8i	2.9445E11+5.0725E9i	0.017224	29.029
17.000	4.6907E10+1.0714E9i	2.9473E11+6.7320E9i	0.022836	21.896
17.000	4.6946E10+1.0033E9i	2.9497E11+6.3037E9i	0.021366	23.402
17.000	4.7048E10+8.5788E8i	2.9561E11+5.3902E9i	0.018231	27.426
17.000	4.7099E10+2.9611E9i	2.9593E11+1.8605E10i	0.062746	7.9687
17.000	4.7165E10+1.3116E9i	2.9634E11+8.2409E9i	0.027798	17.987
17.000	4.7181E10+1.4591E9i	2.9645E11+9.1679E9i	0.030911	16.175
17.000	4.7199E10+2.4142E9i	2.9656E11+1.5169E10i	0.051082	9.7882
17.000	4.7215E10+8.0633E8i	2.9666E11+5.0663E9i	0.017075	29.282
17.000	4.7256E10+1.3461E9i	2.9692E11+8.4581E9i	0.028475	17.559
17.000	4.7286E10+1.1773E9i	2.9711E11+7.3975E9i	0.024891	20.088
17.000	4.7306E10+1.3369E9i	2.9724E11+8.4002E9i	0.028250	17.699
17.000	4.7320E10+9.9275E8i	2.9732E11+6.2376E9i	0.020975	23.838
17.000	4.7343E10+3.2905E9i	2.9747E11+2.0675E10i	0.069335	7.2113
17.000	4.7365E10+1.3210E9i	2.9761E11+8.3004E9i	0.027880	17.934
17.000	4.7376E10+8.6510E8i	2.9767E11+5.4356E9i	0.018257	27.386
17.000	4.7450E10+9.4795E8i	2.9813E11+5.9561E9i	0.019974	25.033
17.000	4.7495E10+1.2913E9i	2.9842E11+8.1134E9i	0.027178	18.397
17.000	4.7506E10+2.8925E9i	2.9849E11+1.8174E10i	0.060774	8.2271
17.000	4.7604E10+1.0150E9i	2.9911E11+6.3777E9i	0.021318	23.455
17.000	4.7671E10+1.2928E9i	2.9953E11+8.1231E9i	0.027110	18.444
17.000	4.7687E10+1.0115E9i	2.9963E11+6.3553E9i	0.021206	23.578
17.000	4.7725E10+2.8321E9i	2.9987E11+1.7795E10i	0.059238	8.4406
17.000	4.7741E10+1.2207E9i	2.9997E11+7.6699E9i	0.025561	19.561
17.000	4.7759E10+2.0275E9i	3.0008E11+1.2739E10i	0.042414	11.789
17.000	4.7820E10+7.8420E8i	3.0046E11+4.9273E9i	0.016397	30.493
17.000	4.7838E10+1.4996E9i	3.0057E11+9.4224E9i	0.031333	15.958
17.000	4.7861E10+2.9526E9i	3.0072E11+1.8552E10i	0.061574	8.1203
17.000	4.7880E10+1.3326E9i	3.0084E11+8.3731E9i	0.027822	17.972
17.000	4.7912E10+1.2532E9i	3.0104E11+7.8739E9i	0.026147	19.123
17.000	4.7922E10+9.7707E8i	3.0111E11+6.1391E9i	0.020384	24.529
17.000	4.8028E10+6.5396E8i	3.0177E11+4.1090E9i	0.013615	36.724
17.000	4.8090E10+1.0378E9i	3.0216E11+6.5207E9i	0.021575	23.175
17.000	4.8110E10+8.7642E8i	3.0228E11+5.5067E9i	0.018214	27.452
17.000	4.8130E10+1.2525E9i	3.0241E11+7.8699E9i	0.026015	19.220
17.000	4.8135E10+7.8484E8i	3.0244E11+4.9313E9i	0.016303	30.670
17.000	4.8180E10+3.1129E9i	3.0273E11+1.9559E10i	0.064475	7.7549
17.000	4.8252E10+7.9133E8i	3.0318E11+4.9721E9i	0.016398	30.492
17.000	4.8254E10+8.0711E8i	3.0319E11+5.0712E9i	0.016724	29.897
17.000	4.8267E10+4.8995E8i	3.0327E11+3.0785E9i	0.010150	49.259
17.000	4.8301E10+9.9166E8i	3.0348E11+6.2308E9i	0.020527	24.359
17.000	4.8308E10+1.1448E9i	3.0353E11+7.1932E9i	0.023692	21.104
17.000	4.8350E10+2.6676E9i	3.0379E11+1.6761E10i	0.055090	9.0760
17.000	4.8411E10+2.9286E9i	3.0418E11+1.8401E10i	0.060383	8.2805
17.000	4.8438E10+1.2200E9i	3.0435E11+7.6653E9i	0.025178	19.859
17.000	4.8442E10+8.0856E8i	3.0437E11+5.0803E9i	0.016689	29.960
17.000	4.8472E10+1.0284E9i	3.0456E11+6.4617E9i	0.021212	23.572
17.000	4.8562E10+1.4730E9i	3.0512E11+9.2554E9i	0.030320	16.491
17.000	4.8583E10+8.5020E8i	3.0525E11+5.3420E9i	0.017497	28.576
17.000	4.8666E10+1.0946E9i	3.0578E11+6.8779E9i	0.022488	22.235
17.000	4.8721E10+8.4646E8i	3.0612E11+5.3185E9i	0.017371	28.784
17.000	4.8733E10+9.4339E8i	3.0620E11+5.9275E9i	0.019355	25.834
17.000	4.8737E10+7.5267E8i	3.0622E11+4.7291E9i	0.015442	32.380
17.000	4.8761E10+1.3356E9i	3.0637E11+8.3919E9i	0.027381	18.261
17.000	4.8774E10+1.1525E9i	3.0646E11+7.2415E9i	0.023623	21.166
17.000	4.8786E10+2.2385E9i	3.0653E11+1.4065E10i	0.045836	10.908
17.000	4.8859E10+1.0259E9i	3.0699E11+6.4456E9i	0.020992	23.819
17.000	4.8863E10+3.2301E9i	3.0701E11+2.0296E10i	0.065962	7.5801
17.000	4.8950E10+1.0906E9i	3.0756E11+6.8524E9i	0.022274	22.448
17.000	4.8954E10+9.6863E8i	3.0759E11+6.0861E9i	0.019783	25.275
17.000	4.9032E10+9.1496E8i	3.0808E11+5.7488E9i	0.018657	26.800
17.000	4.9054E10+3.6389E8i	3.0822E11+2.2864E9i	0.0074178	67.405
17.000	4.9089E10+2.7550E9i	3.0843E11+1.7310E10i	0.056034	8.9232
17.000	4.9115E10+1.1793E9i	3.0860E11+7.4097E9i	0.024004	20.830
17.000	4.9126E10+1.0338E9i	3.0867E11+6.4955E9i	0.021039	23.765
17.000	4.9190E10+7.9046E8i	3.0907E11+4.9666E9i	0.016067	31.119
17.000	4.9274E10+1.0697E9i	3.0960E11+6.7212E9i	0.021704	23.037
17.000	4.9301E10+1.3466E9i	3.0977E11+8.4607E9i	0.027303	18.313
17.000	4.9352E10+7.6289E8i	3.1009E11+4.7934E9i	0.015456	32.349
17.000	4.9425E10+9.9509E8i	3.1055E11+6.2523E9i	0.020129	24.840
17.000	4.9506E10+1.1167E9i	3.1106E11+7.0163E9i	0.022550	22.172
17.000	4.9613E10+1.1211E9i	3.1173E11+7.0438E9i	0.022590	22.133
17.000	4.9634E10+1.0564E9i	3.1186E11+6.6378E9i	0.021280	23.497
17.000	4.9678E10+3.9862E8i	3.1214E11+2.5046E9i	0.0080238	62.315
17.000	4.9684E10+8.6873E8i	3.1217E11+5.4584E9i	0.017482	28.600
17.000	4.9700E10+1.2524E9i	3.1228E11+7.8688E9i	0.025190	19.849
17.000	4.9709E10+2.6186E9i	3.1233E11+1.6453E10i	0.052605	9.5047
17.000	4.9724E10+9.5123E8i	3.1242E11+5.9768E9i	0.019127	26.141
17.000	4.9763E10+7.6667E8i	3.1267E11+4.8171E9i	0.015404	32.458
17.000	4.9766E10+1.9706E9i	3.1269E11+1.2382E10i	0.039566	12.637
17.000	4.9772E10+3.0936E9i	3.1273E11+1.9437E10i	0.062035	8.0600
17.000	4.9862E10+1.1036E9i	3.1329E11+6.9343E9i	0.022128	22.595
17.000	4.9888E10+1.1338E9i	3.1346E11+7.1238E9i	0.022721	22.006
17.000	4.9998E10+3.3255E9i	3.1415E11+2.0894E10i	0.066365	7.5340
17.000	5.0023E10+1.0940E9i	3.1431E11+6.8740E9i	0.021865	22.867
17.000	5.0058E10+1.2096E9i	3.1453E11+7.6002E9i	0.024157	20.698
17.000	5.0152E10+8.5097E8i	3.1511E11+5.3468E9i	0.016966	29.471
17.000	5.0247E10+2.7749E9i	3.1571E11+1.7435E10i	0.055140	9.0678
17.000	5.0302E10+1.1071E9i	3.1606E11+6.9564E9i	0.022005	22.722
17.000	5.0319E10+1.5388E9i	3.1616E11+9.6684E9i	0.030566	16.358
17.000	5.0338E10+6.1603E8i	3.1628E11+3.8706E9i	0.012237	40.860
17.000	5.0375E10+1.0068E9i	3.1652E11+6.3258E9i	0.019982	25.023
17.000	5.0392E10+1.0693E9i	3.1662E11+6.7188E9i	0.021215	23.568
17.000	5.0409E10+1.1750E9i	3.1673E11+7.3827E9i	0.023303	21.456
17.000	5.0464E10+8.0814E8i	3.1707E11+5.0777E9i	0.016012	31.226
17.000	5.0494E10+7.6365E8i	3.1726E11+4.7982E9i	0.015122	33.064
17.000	5.0569E10+9.1923E8i	3.1774E11+5.7757E9i	0.018175	27.511
17.000	5.0577E10+7.9358E8i	3.1779E11+4.9862E9i	0.015688	31.871
17.000	5.0621E10+1.2672E9i	3.1806E11+7.9619E9i	0.025025	19.980
17.000	5.0692E10+2.5748E9i	3.1851E11+1.6178E10i	0.050728	9.8565
17.000	5.0728E10+8.0390E8i	3.1873E11+5.0511E9i	0.015845	31.555
17.000	5.0742E10+6.0921E8i	3.1882E11+3.8278E9i	0.012005	41.649
17.000	5.0792E10+5.2339E8i	3.1913E11+3.2886E9i	0.010304	48.524
17.000	5.0794E10+1.0697E9i	3.1915E11+6.7208E9i	0.021054	23.749
17.000	5.0831E10+9.2571E8i	3.1938E11+5.8164E9i	0.018209	27.459
17.000	5.0852E10+2.7674E8i	3.1951E11+1.7388E9i	0.0054421	91.876
17.000	5.0898E10+8.3947E8i	3.1980E11+5.2746E9i	0.016491	30.320
17.000	5.0971E10+2.8248E9i	3.2026E11+1.7748E10i	0.055334	9.0360
17.000	5.0972E10+1.2504E9i	3.2027E11+7.8566E9i	0.024524	20.388
17.000	5.1027E10+1.4398E9i	3.2061E11+9.0464E9i	0.028205	17.728
17.000	5.1138E10+7.4139E8i	3.2131E11+4.6583E9i	0.014496	34.491
17.000	5.1152E10+8.9001E8i	3.2140E11+5.5921E9i	0.017396	28.741
17.000	5.1157E10+9.9425E8i	3.2143E11+6.2471E9i	0.019432	25.731
17.000	5.1243E10+2.2964E9i	3.2197E11+1.4429E10i	0.044769	11.168
17.000	5.1268E10+1.0885E9i	3.2213E11+6.8391E9i	0.021226	23.556
17.000	5.1283E10+4.4367E8i	3.2222E11+2.7877E9i	0.0086511	57.796
17.000	5.1294E10+1.6533E9i	3.2229E11+1.0388E10i	0.032216	15.520
17.000	5.1321E10+7.4051E8i	3.2246E11+4.6528E9i	0.014427	34.656
17.000	5.1342E10+1.2346E9i	3.2259E11+7.7569E9i	0.024039	20.800
17.000	5.1348E10+9.6469E8i	3.2263E11+6.0613E9i	0.018784	26.618
17.000	5.1451E10+9.8234E8i	3.2327E11+6.1722E9i	0.019089	26.192
17.000	5.1518E10+8.3907E8i	3.2370E11+5.2720E9i	0.016285	30.704
17.000	5.1594E10+7.9161E8i	3.2417E11+4.9738E9i	0.015341	32.592
17.000	5.1618E10+9.0107E8i	3.2433E11+5.6616E9i	0.017454	28.647
17.000	5.1638E10+2.4839E9i	3.2445E11+1.5607E10i	0.048046	10.407
17.000	5.1643E10+1.2787E9i	3.2448E11+8.0344E9i	0.024753	20.199
