m	lambda (Hz)	Angular frequency (rad/s)	Damping ratio (1)	Quality factor (1)
16.000	4.1662E10+1.1860E9i	2.6177E11+7.4521E9i	0.028456	17.571
16.000	4.1675E10+9.0267E8i	2.6185E11+5.6716E9i	0.021655	23.089
16.000	4.1739E10+2.1081E9i	2.6226E11+1.3246E10i	0.050443	9.9122
16.000	4.1751E10+1.2364E9i	2.6233E11+7.7684E9i	0.029600	16.892
16.000	4.1857E10+7.7850E8i	2.6299E11+4.8915E9i	0.018596	26.888
16.000	4.1867E10+3.0361E9i	2.6306E11+1.9076E10i	0.072327	6.9131
16.000	4.1942E10+9.6954E8i	2.6353E11+6.0918E9i	0.023110	21.636
16.000	4.1996E10+1.1109E9i	2.6387E11+6.9800E9i	0.026443	18.909
16.000	4.2007E10+1.0276E9i	2.6394E11+6.4567E9i	0.024456	20.445
16.000	4.2113E10+1.1048E9i	2.6461E11+6.9416E9i	0.026225	19.066
16.000	4.2139E10+2.0377E9i	2.6477E11+1.2803E10i	0.048300	10.352
16.000	4.2197E10+1.2261E9i	2.6513E11+7.7036E9i	0.029044	17.215
16.000	4.2197E10+1.4297E9i	2.6513E11+8.9833E9i	0.033863	14.765
16.000	4.2245E10+8.8063E8i	2.6544E11+5.5332E9i	0.020841	23.991
16.000	4.2247E10+9.4852E8i	2.6545E11+5.9597E9i	0.022446	22.276
16.000	4.2276E10+1.0127E9i	2.6563E11+6.3632E9i	0.023948	20.878
16.000	4.2307E10+2.7396E9i	2.6583E11+1.7214E10i	0.064620	7.7376
16.000	4.2416E10+9.3120E8i	2.6651E11+5.8509E9i	0.021949	22.780
16.000	4.2503E10+1.0767E9i	2.6706E11+6.7653E9i	0.025325	19.744
16.000	4.2631E10+1.0410E9i	2.6786E11+6.5408E9i	0.024412	20.482
16.000	4.2635E10+7.7893E8i	2.6788E11+4.8941E9i	0.018267	27.372
16.000	4.2678E10+1.7508E9i	2.6815E11+1.1000E10i	0.040989	12.199
16.000	4.2702E10+2.7598E9i	2.6830E11+1.7340E10i	0.064495	7.7525
16.000	4.2715E10+1.1729E9i	2.6839E11+7.3696E9i	0.027449	18.216
16.000	4.2792E10+1.0912E9i	2.6887E11+6.8564E9i	0.025493	19.613
16.000	4.2805E10+9.2905E8i	2.6895E11+5.8374E9i	0.021699	23.042
16.000	4.2838E10+1.0644E9i	2.6916E11+6.6878E9i	0.024839	20.129
16.000	4.3000E10+2.6582E9i	2.7018E11+1.6702E10i	0.061701	8.1036
16.000	4.3004E10+9.5126E8i	2.7020E11+5.9769E9i	0.022115	22.609
16.000	4.3047E10+1.2542E9i	2.7047E11+7.8801E9i	0.029122	17.169
16.000	4.3064E10+1.1132E9i	2.7058E11+6.9945E9i	0.025841	19.349
16.000	4.3225E10+1.0031E9i	2.7159E11+6.3027E9i	0.023200	21.552
16.000	4.3234E10+9.6170E8i	2.7165E11+6.0425E9i	0.022239	22.483
16.000	4.3240E10+1.3388E9i	2.7168E11+8.4121E9i	0.030948	16.156
16.000	4.3365E10+1.7390E9i	2.7247E11+1.0927E10i	0.040070	12.478
16.000	4.3394E10+1.4764E9i	2.7265E11+9.2765E9i	0.034004	14.704
16.000	4.3402E10+9.1032E8i	2.7270E11+5.7197E9i	0.020970	23.844
16.000	4.3432E10+3.1128E9i	2.7289E11+1.9558E10i	0.071487	6.9943
16.000	4.3440E10+1.0733E9i	2.7294E11+6.7441E9i	0.024701	20.242
16.000	4.3455E10+1.4861E9i	2.7304E11+9.3373E9i	0.034178	14.629
16.000	4.3476E10+8.5701E8i	2.7317E11+5.3847E9i	0.019708	25.370
16.000	4.3544E10+1.4887E9i	2.7360E11+9.3539E9i	0.034169	14.633
16.000	4.3574E10+1.2341E9i	2.7378E11+7.7542E9i	0.028311	17.661
16.000	4.3601E10+1.5623E9i	2.7396E11+9.8161E9i	0.035808	13.963
16.000	4.3612E10+8.3922E8i	2.7402E11+5.2730E9i	0.019239	25.989
16.000	4.3665E10+1.0861E9i	2.7435E11+6.8239E9i	0.024865	20.109
16.000	4.3708E10+1.4519E9i	2.7462E11+9.1225E9i	0.033200	15.060
16.000	4.3740E10+1.0596E9i	2.7483E11+6.6579E9i	0.024219	20.645
16.000	4.3752E10+2.8567E9i	2.7490E11+1.7949E10i	0.065153	7.6742
16.000	4.3770E10+1.4811E9i	2.7501E11+9.3060E9i	0.033819	14.785
16.000	4.3782E10+9.3348E8i	2.7509E11+5.8652E9i	0.021316	23.456
16.000	4.3809E10+1.5300E9i	2.7526E11+9.6132E9i	0.034903	14.326
16.000	4.3917E10+1.3893E9i	2.7594E11+8.7293E9i	0.031619	15.813
16.000	4.3922E10+7.7179E8i	2.7597E11+4.8493E9i	0.017569	28.459
16.000	4.3983E10+9.3168E8i	2.7635E11+5.8539E9i	0.021178	23.609
16.000	4.3995E10+1.5077E9i	2.7643E11+9.4731E9i	0.034249	14.599
16.000	4.4044E10+9.8127E8i	2.7674E11+6.1655E9i	0.022274	22.448
16.000	4.4095E10+1.4990E9i	2.7706E11+9.4183E9i	0.033975	14.717
16.000	4.4143E10+2.4411E9i	2.7736E11+1.5338E10i	0.055216	9.0553
16.000	4.4158E10+9.5879E8i	2.7745E11+6.0243E9i	0.021708	23.033
16.000	4.4214E10+1.1663E9i	2.7781E11+7.3281E9i	0.026369	18.961
16.000	4.4224E10+1.0841E9i	2.7787E11+6.8115E9i	0.024506	20.403
16.000	4.4280E10+1.2723E9i	2.7822E11+7.9939E9i	0.028720	17.409
16.000	4.4351E10+1.4935E9i	2.7867E11+9.3840E9i	0.033656	14.856
16.000	4.4444E10+1.5381E9i	2.7925E11+9.6642E9i	0.034587	14.456
16.000	4.4456E10+1.0235E9i	2.7932E11+6.4311E9i	0.023018	21.723
16.000	4.4486E10+9.1052E8i	2.7951E11+5.7210E9i	0.020464	24.434
16.000	4.4587E10+9.0863E8i	2.8015E11+5.7091E9i	0.020375	24.540
16.000	4.4662E10+1.0296E9i	2.8062E11+6.4693E9i	0.023048	21.694
16.000	4.4678E10+9.2702E8i	2.8072E11+5.8247E9i	0.020744	24.103
16.000	4.4681E10+1.0782E9i	2.8074E11+6.7747E9i	0.024125	20.726
16.000	4.4710E10+1.4912E9i	2.8092E11+9.3692E9i	0.033333	15.000
16.000	4.4760E10+1.2142E9i	2.8124E11+7.6293E9i	0.027118	18.438
16.000	4.4833E10+7.8886E8i	2.8169E11+4.9566E9i	0.017593	28.420
16.000	4.4840E10+3.0756E9i	2.8174E11+1.9324E10i	0.068429	7.3068
16.000	4.4905E10+1.5257E9i	2.8215E11+9.5864E9i	0.033957	14.724
16.000	4.4995E10+1.0516E9i	2.8271E11+6.6075E9i	0.023365	21.399
16.000	4.5015E10+2.3624E9i	2.8284E11+1.4843E10i	0.052407	9.5407
16.000	4.5023E10+2.9372E9i	2.8289E11+1.8455E10i	0.065098	7.6807
16.000	4.5027E10+9.3600E8i	2.8291E11+5.8810E9i	0.020783	24.058
16.000	4.5080E10+9.8597E8i	2.8324E11+6.1950E9i	0.021866	22.866
16.000	4.5086E10+1.1428E9i	2.8329E11+7.1806E9i	0.025339	19.732
16.000	4.5136E10+9.1067E8i	2.8360E11+5.7219E9i	0.020172	24.787
16.000	4.5146E10+1.4889E9i	2.8366E11+9.3552E9i	0.032962	15.169
16.000	4.5167E10+9.4311E8i	2.8379E11+5.9257E9i	0.020876	23.951
16.000	4.5168E10+2.9109E9i	2.8380E11+1.8290E10i	0.064312	7.7746
16.000	4.5221E10+3.0400E9i	2.8413E11+1.9101E10i	0.067074	7.4544
16.000	4.5340E10+1.1559E9i	2.8488E11+7.2630E9i	0.025486	19.618
16.000	4.5377E10+1.0435E9i	2.8511E11+6.5567E9i	0.022991	21.748
16.000	4.5397E10+2.9386E9i	2.8524E11+1.8464E10i	0.064595	7.7405
16.000	4.5406E10+1.5313E9i	2.8530E11+9.6212E9i	0.033705	14.835
16.000	4.5465E10+7.3006E8i	2.8567E11+4.5871E9i	0.016055	31.142
16.000	4.5478E10+2.6735E9i	2.8575E11+1.6798E10i	0.058685	8.5201
16.000	4.5545E10+9.0882E8i	2.8616E11+5.7103E9i	0.019950	25.062
16.000	4.5588E10+1.4838E9i	2.8644E11+9.3230E9i	0.032531	15.370
16.000	4.5647E10+9.4862E8i	2.8681E11+5.9603E9i	0.020777	24.065
16.000	4.5736E10+9.0674E8i	2.8737E11+5.6972E9i	0.019822	25.225
16.000	4.5753E10+2.9541E9i	2.8748E11+1.8561E10i	0.064432	7.7601
16.000	4.5791E10+1.1800E9i	2.8771E11+7.4139E9i	0.025760	19.410
16.000	4.5833E10+1.0643E9i	2.8798E11+6.6872E9i	0.023215	21.538
16.000	4.5866E10+1.0483E9i	2.8818E11+6.5866E9i	0.022849	21.882
16.000	4.5878E10+1.3219E9i	2.8826E11+8.3059E9i	0.028802	17.360
16.000	4.6014E10+2.5417E9i	2.8912E11+1.5970E10i	0.055154	9.0655
16.000	4.6015E10+1.4521E9i	2.8912E11+9.1240E9i	0.031542	15.852
16.000	4.6023E10+6.6976E8i	2.8917E11+4.2082E9i	0.014551	34.362
16.000	4.6051E10+9.2286E8i	2.8935E11+5.7985E9i	0.020036	24.955
16.000	4.6062E10+1.3465E9i	2.8941E11+8.4601E9i	0.029219	17.112
16.000	4.6071E10+2.8690E9i	2.8948E11+1.8027E10i	0.062154	8.0446
16.000	4.6128E10+9.5751E8i	2.8983E11+6.0162E9i	0.020753	24.093
16.000	4.6131E10+1.4821E9i	2.8985E11+9.3125E9i	0.032112	15.571
16.000	4.6150E10+1.4547E9i	2.8997E11+9.1403E9i	0.031506	15.870
16.000	4.6179E10+1.0248E9i	2.9015E11+6.4390E9i	0.022186	22.536
16.000	4.6221E10+3.0112E9i	2.9042E11+1.8920E10i	0.065009	7.6913
16.000	4.6254E10+8.3509E8i	2.9062E11+5.2470E9i	0.018051	27.699
16.000	4.6283E10+1.4247E9i	2.9080E11+8.9519E9i	0.030769	16.250
16.000	4.6357E10+9.0698E8i	2.9127E11+5.6987E9i	0.019562	25.560
16.000	4.6375E10+1.0377E9i	2.9138E11+6.5201E9i	0.022371	22.351
16.000	4.6395E10+8.1928E8i	2.9151E11+5.1477E9i	0.017656	28.319
16.000	4.6454E10+1.4134E9i	2.9188E11+8.8806E9i	0.030412	16.441
16.000	4.6523E10+1.0990E9i	2.9231E11+6.9054E9i	0.023617	21.172
16.000	4.6552E10+9.5340E8i	2.9249E11+5.9904E9i	0.020476	24.419
16.000	4.6672E10+1.3736E9i	2.9325E11+8.6306E9i	0.029418	16.996
16.000	4.6684E10+1.1593E9i	2.9332E11+7.2843E9i	0.024826	20.140
16.000	4.6685E10+1.2217E9i	2.9333E11+7.6759E9i	0.026159	19.114
16.000	4.6712E10+2.7729E9i	2.9350E11+1.7423E10i	0.059258	8.4377
16.000	4.6741E10+1.0463E9i	2.9368E11+6.5743E9i	0.022380	22.341
16.000	4.6773E10+8.9980E8i	2.9388E11+5.6536E9i	0.019234	25.995
16.000	4.6780E10+1.5311E9i	2.9393E11+9.6203E9i	0.032712	15.285
16.000	4.6873E10+9.2610E8i	2.9451E11+5.8189E9i	0.019754	25.312
16.000	4.6931E10+1.3593E9i	2.9488E11+8.5410E9i	0.028952	17.270
16.000	4.6959E10+1.0232E9i	2.9505E11+6.4291E9i	0.021784	22.952
16.000	4.6997E10+9.4131E8i	2.9529E11+5.9144E9i	0.020025	24.969
16.000	4.7029E10+1.0095E9i	2.9549E11+6.3431E9i	0.021462	23.297
16.000	4.7093E10+7.0380E8i	2.9589E11+4.4221E9i	0.014943	33.460
16.000	4.7126E10+2.1380E9i	2.9610E11+1.3434E10i	0.045322	11.032
16.000	4.7148E10+3.1115E9i	2.9624E11+1.9550E10i	0.065850	7.5930
16.000	4.7157E10+1.2333E9i	2.9630E11+7.7488E9i	0.026143	19.125
16.000	4.7174E10+1.0205E9i	2.9640E11+6.4120E9i	0.021627	23.119
16.000	4.7182E10+9.5257E8i	2.9646E11+5.9852E9i	0.020185	24.771
16.000	4.7209E10+1.1254E9i	2.9663E11+7.0709E9i	0.023831	20.981
16.000	4.7231E10+1.3069E9i	2.9676E11+8.2116E9i	0.027660	18.076
16.000	4.7252E10+9.1043E8i	2.9689E11+5.7204E9i	0.019264	25.955
16.000	4.7317E10+2.8620E9i	2.9730E11+1.7983E10i	0.060376	8.2814
16.000	4.7367E10+3.1780E9i	2.9762E11+1.9968E10i	0.066942	7.4691
16.000	4.7404E10+8.2901E8i	2.9785E11+5.2088E9i	0.017486	28.595
16.000	4.7440E10+9.9747E8i	2.9808E11+6.2673E9i	0.021021	23.786
16.000	4.7469E10+2.5614E9i	2.9825E11+1.6094E10i	0.053882	9.2796
16.000	4.7519E10+1.5249E9i	2.9857E11+9.5809E9i	0.032073	15.589
16.000	4.7547E10+1.3049E9i	2.9875E11+8.1987E9i	0.027433	18.226
16.000	4.7553E10+1.0721E9i	2.9879E11+6.7362E9i	0.022539	22.183
16.000	4.7593E10+4.9445E8i	2.9904E11+3.1067E9i	0.010389	48.130
16.000	4.7598E10+9.3154E8i	2.9907E11+5.8531E9i	0.019567	25.553
16.000	4.7679E10+8.2041E8i	2.9957E11+5.1548E9i	0.017204	29.062
16.000	4.7708E10+1.0655E9i	2.9976E11+6.6950E9i	0.022329	22.392
16.000	4.7806E10+1.0968E9i	3.0037E11+6.8915E9i	0.022937	21.799
16.000	4.7835E10+1.4468E9i	3.0056E11+9.0905E9i	0.030232	16.539
16.000	4.7887E10+9.3428E8i	3.0088E11+5.8702E9i	0.019506	25.633
16.000	4.7914E10+1.2477E9i	3.0105E11+7.8397E9i	0.026032	19.207
16.000	4.7996E10+9.2629E8i	3.0157E11+5.8201E9i	0.019296	25.913
16.000	4.7997E10+2.5908E9i	3.0157E11+1.6279E10i	0.053901	9.2763
16.000	4.8029E10+1.6354E9i	3.0177E11+1.0275E10i	0.034030	14.693
16.000	4.8053E10+1.0312E9i	3.0193E11+6.4790E9i	0.021454	23.306
16.000	4.8105E10+1.1365E9i	3.0226E11+7.1407E9i	0.023618	21.170
16.000	4.8119E10+9.2948E8i	3.0234E11+5.8401E9i	0.019313	25.890
16.000	4.8122E10+1.2093E9i	3.0236E11+7.5983E9i	0.025122	19.903
16.000	4.8177E10+1.1629E9i	3.0270E11+7.3065E9i	0.024131	20.721
16.000	4.8220E10+1.2848E9i	3.0297E11+8.0724E9i	0.026635	18.773
16.000	4.8225E10+2.9486E9i	3.0301E11+1.8527E10i	0.061029	8.1928
16.000	4.8305E10+4.3886E8i	3.0351E11+2.7574E9i	0.0090847	55.037
16.000	4.8341E10+1.1725E9i	3.0373E11+7.3668E9i	0.024247	20.621
16.000	4.8372E10+7.2061E8i	3.0393E11+4.5277E9i	0.014895	33.567
16.000	4.8458E10+1.1861E9i	3.0447E11+7.4528E9i	0.024471	20.433
16.000	4.8468E10+2.5916E9i	3.0453E11+1.6284E10i	0.053395	9.3642
16.000	4.8487E10+1.0821E9i	3.0466E11+6.7988E9i	0.022311	22.411
16.000	4.8507E10+7.8960E8i	3.0478E11+4.9612E9i	0.016276	30.720
16.000	4.8536E10+1.1987E9i	3.0496E11+7.5316E9i	0.024689	20.252
16.000	4.8619E10+8.9591E8i	3.0548E11+5.6292E9i	0.018424	27.139
16.000	4.8695E10+9.0549E8i	3.0596E11+5.6893E9i	0.018592	26.893
16.000	4.8732E10+1.2242E9i	3.0619E11+7.6919E9i	0.025113	19.910
16.000	4.8751E10+1.0445E9i	3.0631E11+6.5629E9i	0.021421	23.342
16.000	4.8876E10+2.9603E9i	3.0710E11+1.8600E10i	0.060457	8.2703
16.000	4.8934E10+4.2489E8i	3.0746E11+2.6696E9i	0.0086826	57.586
16.000	4.8934E10+1.0827E9i	3.0746E11+6.8030E9i	0.022121	22.603
16.000	4.8963E10+1.3182E9i	3.0764E11+8.2828E9i	0.026914	18.578
16.000	4.8963E10+1.1873E9i	3.0765E11+7.4600E9i	0.024241	20.626
16.000	4.9038E10+3.2576E9i	3.0811E11+2.0468E10i	0.066285	7.5432
16.000	4.9099E10+9.2708E8i	3.0850E11+5.8250E9i	0.018878	26.485
16.000	4.9137E10+1.9592E9i	3.0874E11+1.2310E10i	0.039840	12.550
16.000	4.9150E10+7.7997E8i	3.0882E11+4.9007E9i	0.015867	31.511
16.000	4.9152E10+9.9375E8i	3.0883E11+6.2439E9i	0.020214	24.736
16.000	4.9193E10+1.2788E9i	3.0909E11+8.0348E9i	0.025986	19.241
16.000	4.9198E10+9.0491E8i	3.0912E11+5.6857E9i	0.018390	27.189
16.000	4.9300E10+1.0584E9i	3.0976E11+6.6501E9i	0.021464	23.295
16.000	4.9316E10+8.4120E8i	3.0986E11+5.2854E9i	0.017055	29.317
16.000	4.9352E10+9.1358E8i	3.1008E11+5.7402E9i	0.018509	27.014
16.000	4.9358E10+7.6848E8i	3.1013E11+4.8285E9i	0.015567	32.118
16.000	4.9453E10+1.4758E9i	3.1072E11+9.2729E9i	0.029830	16.762
16.000	4.9455E10+9.8024E8i	3.1074E11+6.1590E9i	0.019817	25.231
16.000	4.9535E10+9.3259E8i	3.1124E11+5.8596E9i	0.018823	26.563
16.000	4.9538E10+1.2493E9i	3.1126E11+7.8499E9i	0.025212	19.832
16.000	4.9542E10+1.0695E9i	3.1128E11+6.7198E9i	0.021583	23.167
16.000	4.9557E10+2.5993E9i	3.1138E11+1.6332E10i	0.052379	9.5459
16.000	4.9584E10+2.8472E9i	3.1154E11+1.7889E10i	0.057327	8.7219
16.000	4.9619E10+8.8833E8i	3.1176E11+5.5816E9i	0.017900	27.933
16.000	4.9766E10+1.0257E9i	3.1269E11+6.4446E9i	0.020606	24.265
16.000	4.9832E10+8.5932E8i	3.1310E11+5.3992E9i	0.017242	28.999
16.000	4.9902E10+1.2945E9i	3.1354E11+8.1337E9i	0.025933	19.281
16.000	4.9969E10+1.0127E9i	3.1397E11+6.3632E9i	0.020263	24.676
16.000	4.9976E10+5.2590E8i	3.1401E11+3.3043E9i	0.010522	47.517
16.000	4.9980E10+7.6741E8i	3.1403E11+4.8218E9i	0.015353	32.568
16.000	5.0018E10+2.5561E8i	3.1427E11+1.6060E9i	0.0051103	97.842
16.000	5.0035E10+1.0162E9i	3.1438E11+6.3850E9i	0.020306	24.623
16.000	5.0077E10+1.3976E9i	3.1465E11+8.7812E9i	0.027897	17.923
16.000	5.0093E10+7.2813E8i	3.1474E11+4.5750E9i	0.014534	34.402
16.000	5.0107E10+8.8301E8i	3.1483E11+5.5481E9i	0.017620	28.377
16.000	5.0115E10+2.3321E9i	3.1488E11+1.4653E10i	0.046486	10.756
16.000	5.0207E10+6.7984E8i	3.1546E11+4.2716E9i	0.013539	36.929
16.000	5.0291E10+4.3376E8i	3.1599E11+2.7254E9i	0.0086246	57.973
16.000	5.0295E10+1.1475E9i	3.1602E11+7.2100E9i	0.022810	21.921
16.000	5.0342E10+2.9784E9i	3.1631E11+1.8714E10i	0.059060	8.4660
16.000	5.0356E10+1.0396E9i	3.1640E11+6.5321E9i	0.020641	24.224
16.000	5.0376E10+8.5563E8i	3.1652E11+5.3761E9i	0.016982	29.442
16.000	5.0408E10+1.6268E9i	3.1672E11+1.0222E10i	0.032256	15.501
16.000	5.0450E10+4.2252E8i	3.1699E11+2.6548E9i	0.0083748	59.703
16.000	5.0457E10+1.2566E9i	3.1703E11+7.8953E9i	0.024896	20.083
16.000	5.0461E10+2.9066E9i	3.1705E11+1.8263E10i	0.057507	8.6946
16.000	5.0512E10+4.9276E8i	3.1738E11+3.0961E9i	0.0097548	51.257
16.000	5.0567E10+9.4277E8i	3.1772E11+5.9236E9i	0.018641	26.823
16.000	5.0614E10+1.0291E9i	3.1802E11+6.4658E9i	0.020327	24.597
16.000	5.0664E10+2.9437E9i	3.1833E11+1.8496E10i	0.058004	8.6200
16.000	5.0670E10+1.3271E9i	3.1837E11+8.3381E9i	0.026181	19.098
16.000	5.0682E10+4.4527E8i	3.1844E11+2.7977E9i	0.0087851	56.914
16.000	5.0697E10+2.6702E9i	3.1854E11+1.6777E10i	0.052596	9.5063
16.000	5.0765E10+7.2233E8i	3.1896E11+4.5385E9i	0.014227	35.143
16.000	5.0810E10+2.4137E9i	3.1925E11+1.5166E10i	0.047451	10.537
16.000	5.0841E10+1.2212E9i	3.1944E11+7.6732E9i	0.024014	20.821
16.000	5.0891E10+9.8084E8i	3.1976E11+6.1628E9i	0.019270	25.947
16.000	5.0921E10+1.8254E9i	3.1995E11+1.1469E10i	0.035824	13.957
16.000	5.0956E10+4.8475E8i	3.2017E11+3.0458E9i	0.0095127	52.561
16.000	5.0988E10+7.2075E8i	3.2037E11+4.5286E9i	0.014134	35.375
16.000	5.1000E10+3.5727E9i	3.2044E11+2.2448E10i	0.069882	7.1550
16.000	5.1025E10+2.9322E9i	3.2060E11+1.8424E10i	0.057372	8.7150
16.000	5.1031E10+9.9570E8i	3.2064E11+6.2562E9i	0.019508	25.631
16.000	5.1160E10+1.0624E9i	3.2145E11+6.6752E9i	0.020762	24.083
16.000	5.1177E10+5.1260E9i	3.2155E11+3.2208E10i	0.099664	5.0169
16.000	5.1213E10+8.7541E8i	3.2178E11+5.5004E9i	0.017091	29.255
16.000	5.1255E10+5.4935E8i	3.2204E11+3.4517E9i	0.010718	46.652
16.000	5.1341E10+6.7887E8i	3.2259E11+4.2655E9i	0.013221	37.817
16.000	5.1351E10+2.9409E9i	3.2265E11+1.8478E10i	0.057178	8.7447
16.000	5.1355E10+3.7326E9i	3.2267E11+2.3452E10i	0.072490	6.8975
16.000	5.1359E10+9.2600E8i	3.2270E11+5.8182E9i	0.018027	27.736
16.000	5.1369E10+1.2368E9i	3.2276E11+7.7713E9i	0.024071	20.772
16.000	5.1394E10+1.1274E9i	3.2292E11+7.0835E9i	0.021931	22.799
16.000	5.1431E10+2.8503E8i	3.2315E11+1.7909E9i	0.0055418	90.224
16.000	5.1510E10+2.3965E9i	3.2365E11+1.5058E10i	0.046475	10.758
16.000	5.1529E10+8.9225E8i	3.2377E11+5.6062E9i	0.017313	28.880
16.000	5.1565E10+6.4510E8i	3.2399E11+4.0533E9i	0.012509	39.970
16.000	5.1590E10+5.5864E8i	3.2415E11+3.5100E9i	0.010828	46.177
16.000	5.1621E10+1.9731E9i	3.2434E11+1.2397E10i	0.038195	13.091
16.000	5.1632E10+9.8494E8i	3.2441E11+6.1886E9i	0.019073	26.215
16.000	5.1639E10+1.3360E9i	3.2446E11+8.3941E9i	0.025862	19.333
16.000	5.1670E10+3.5711E8i	3.2465E11+2.2438E9i	0.0069112	72.347
16.000	5.1814E10+6.3595E8i	3.2556E11+3.9958E9i	0.012273	40.741
16.000	5.1821E10+9.6470E8i	3.2560E11+6.0614E9i	0.018613	26.863
16.000	5.1887E10+1.3080E9i	3.2601E11+8.2185E9i	0.025201	19.841
16.000	5.1899E10+7.3958E8i	3.2609E11+4.6469E9i	0.014249	35.090
16.000	5.1927E10+3.0612E9i	3.2627E11+1.9234E10i	0.058849	8.4963
16.000	5.1956E10+1.8399E9i	3.2645E11+1.1560E10i	0.035390	14.128
16.000	5.1991E10+6.5109E8i	3.2667E11+4.0909E9i	0.012522	39.929
16.000	5.2064E10+9.2392E8i	3.2713E11+5.8051E9i	0.017743	28.180
16.000	5.2083E10+7.9679E8i	3.2724E11+5.0063E9i	0.015297	32.687
16.000	5.2102E10+7.2604E8i	3.2736E11+4.5618E9i	0.013934	35.884
16.000	5.2262E10+1.2724E9i	3.2837E11+7.9946E9i	0.024339	20.543
16.000	5.2279E10+1.0737E9i	3.2848E11+6.7463E9i	0.020534	24.350
16.000	5.2334E10+2.5367E9i	3.2883E11+1.5938E10i	0.048414	10.328
16.000	5.2335E10+8.3533E8i	3.2883E11+5.2485E9i	0.015959	31.330
16.000	5.2469E10+9.7371E8i	3.2967E11+6.1180E9i	0.018555	26.947
16.000	5.2473E10+5.7862E8i	3.2970E11+3.6356E9i	0.011026	45.346
16.000	5.2519E10+8.7259E8i	3.2999E11+5.4827E9i	0.016612	30.098
16.000	5.2524E10+1.1010E9i	3.3002E11+6.9176E9i	0.020957	23.859
16.000	5.2663E10+9.8541E8i	3.3089E11+6.1915E9i	0.018708	26.726
16.000	5.2678E10+3.4745E9i	3.3099E11+2.1831E10i	0.065814	7.5971
16.000	5.2680E10+2.9663E9i	3.3100E11+1.8638E10i	0.056219	8.8938
16.000	5.2726E10+5.0190E8i	3.3129E11+3.1535E9i	0.0095186	52.529
16.000	5.2737E10+6.5524E8i	3.3136E11+4.1170E9i	0.012424	40.246
16.000	5.2791E10+1.9500E9i	3.3170E11+1.2252E10i	0.036912	13.546
16.000	5.2803E10+7.8301E8i	3.3177E11+4.9198E9i	0.014827	33.722
16.000	5.2825E10+9.4092E8i	3.3191E11+5.9120E9i	0.017809	28.075
16.000	5.2873E10+5.1968E8i	3.3221E11+3.2653E9i	0.0098285	50.872
16.000	5.2930E10+5.4511E8i	3.3257E11+3.4250E9i	0.010298	48.552
16.000	5.3026E10+4.4103E8i	3.3317E11+2.7711E9i	0.0083169	60.119
16.000	5.3038E10+3.8920E9i	3.3325E11+2.4454E10i	0.073184	6.8321
16.000	5.3042E10+5.5986E8i	3.3327E11+3.5177E9i	0.010554	47.374
16.000	5.3060E10+9.9399E8i	3.3339E11+6.2454E9i	0.018730	26.695
16.000	5.3072E10+1.4361E9i	3.3346E11+9.0231E9i	0.027049	18.485
16.000	5.3174E10+1.1326E9i	3.3410E11+7.1165E9i	0.021296	23.479
16.000	5.3177E10+6.2986E8i	3.3412E11+3.9575E9i	0.011844	42.216
16.000	5.3194E10+7.4753E8i	3.3423E11+4.6968E9i	0.014051	35.584
16.000	5.3200E10+2.7179E9i	3.3427E11+1.7077E10i	0.051022	9.7997
16.000	5.3214E10+8.3651E8i	3.3435E11+5.2559E9i	0.015718	31.811
16.000	5.3274E10+8.3848E8i	3.3473E11+5.2683E9i	0.015737	31.772
16.000	5.3278E10+5.9318E8i	3.3476E11+3.7271E9i	0.011133	44.912
16.000	5.3283E10+2.0974E9i	3.3479E11+1.3178E10i	0.039333	12.712
16.000	5.3302E10+1.0635E9i	3.3491E11+6.6822E9i	0.019948	25.065
16.000	5.3432E10+6.0824E8i	3.3572E11+3.8217E9i	0.011383	43.926
16.000	5.3444E10+2.9677E9i	3.3580E11+1.8646E10i	0.055444	9.0182
16.000	5.3493E10+1.6540E9i	3.3611E11+1.0393E10i	0.030906	16.178
16.000	5.3518E10+8.9467E8i	3.3627E11+5.6214E9i	0.016715	29.914
16.000	5.3527E10+1.1715E9i	3.3632E11+7.3607E9i	0.021881	22.851
16.000	5.3529E10+6.4555E8i	3.3633E11+4.0561E9i	0.012059	41.463
16.000	5.3630E10+5.4597E8i	3.3697E11+3.4304E9i	0.010180	49.117
16.000	5.3644E10+6.5870E8i	3.3706E11+4.1387E9i	0.012278	40.723
16.000	5.3655E10+1.1418E9i	3.3712E11+7.1743E9i	0.021276	23.501
16.000	5.3662E10+1.7798E9i	3.3717E11+1.1183E10i	0.033149	15.084
16.000	5.3670E10+4.9598E9i	3.3722E11+3.1164E10i	0.092022	5.4335
16.000	5.3806E10+6.7684E8i	3.3807E11+4.2527E9i	0.012578	39.751
16.000	5.3925E10+7.9756E8i	3.3882E11+5.0112E9i	0.014789	33.810
16.000	5.3954E10+1.7793E9i	3.3900E11+1.1180E10i	0.032961	15.169
16.000	5.3957E10+1.2353E9i	3.3902E11+7.7617E9i	0.022888	21.845
16.000	5.4039E10+6.8812E8i	3.3954E11+4.3236E9i	0.012733	39.269
16.000	5.4057E10+7.6308E8i	3.3965E11+4.7946E9i	0.014115	35.423
16.000	5.4063E10+9.6002E8i	3.3969E11+6.0320E9i	0.017754	28.162
16.000	5.4204E10+6.3071E8i	3.4057E11+3.9629E9i	0.011635	42.974
